Frame Number ; Time Stamp ; Point Of Regard X ; Point Of Regard Y ; Pupil Area Right Eye, sq.mm ; Pupil Area Left Eye, sq.mm ; Pupil Area Right Eye, px ; Pupil Area Left Eye, px ; Score Value ; Score Value Left Eye ; Score Value Right Eye ; Clients Event
85000 ; 2940258.484 ; 0.1374 ; 0.5812 ; 14.59 ; 11.95 ; 5120 ; 2588 ; 0.12 ; 0.000 ; 0.000 ; 
85001 ; 2940292.039 ; 0.1374 ; 0.5812 ; 14.88 ; 8.80 ; 5226 ; 2014 ; 0.14 ; 0.000 ; 0.000 ; 
85002 ; 2940326.013 ; 0.1374 ; 0.5812 ; 15.20 ; 9.36 ; 5311 ; 2139 ; 0.14 ; 0.000 ; 0.000 ; 
85003 ; 2940359.986 ; 0.1374 ; 0.5812 ; 15.38 ; 10.43 ; 5379 ; 2290 ; 0.14 ; 0.000 ; 0.000 ; 
85004 ; 2940393.541 ; 0.1374 ; 0.5812 ; 17.69 ; 10.32 ; 5246 ; 2402 ; 0.08 ; 0.000 ; 0.000 ; 
85005 ; 2940429.402 ; 0.1374 ; 0.5812 ; 17.50 ; 10.22 ; 5141 ; 2419 ; -0.02 ; 0.000 ; 0.000 ; 
85006 ; 2940462.747 ; 0.1374 ; 0.5812 ; 14.41 ; 10.57 ; 5057 ; 2518 ; 0.10 ; 0.000 ; 0.000 ; 
85007 ; 2940496.721 ; 0.1374 ; 0.5812 ; 14.01 ; 9.65 ; 4991 ; 2332 ; 0.12 ; 0.000 ; 0.000 ; 
85008 ; 2940531.533 ; 0.1374 ; 0.5812 ; 15.48 ; 6.74 ; 4938 ; 2276 ; -0.00 ; 0.000 ; 0.000 ; 
85009 ; 2940567.814 ; 0.1374 ; 0.5812 ; 14.29 ; 8.73 ; 4927 ; 2149 ; 0.05 ; 0.000 ; 0.000 ; 
85010 ; 2940602.627 ; 0.1374 ; 0.5812 ; 16.70 ; 8.89 ; 4919 ; 2196 ; 0.05 ; 0.000 ; 0.000 ; 
85011 ; 2940635.552 ; 0.0705 ; 0.5796 ; 17.54 ; 9.26 ; 4912 ; 2271 ; 0.05 ; 0.000 ; 0.000 ; 
85012 ; 2940681.060 ; 0.1072 ; 0.5802 ; 17.91 ; 9.45 ; 4906 ; 2208 ; 0.04 ; 0.000 ; 0.000 ; 
85013 ; 2940713.147 ; 0.1160 ; 0.5802 ; 17.68 ; 10.25 ; 4901 ; 2070 ; 0.04 ; 0.000 ; 0.000 ; 
85014 ; 2940745.233 ; 0.1495 ; 0.5807 ; 13.76 ; 7.12 ; 4795 ; 1522 ; 0.05 ; 0.000 ; 0.000 ; 
85015 ; 2940778.788 ; 0.1592 ; 0.5809 ; 13.52 ; 3.49 ; 4710 ; 1464 ; -0.01 ; 0.000 ; 0.000 ; 
85016 ; 2940810.035 ; 0.1592 ; 0.5809 ; 13.20 ; 7.53 ; 4643 ; 1682 ; 0.11 ; 0.000 ; 0.000 ; 
85017 ; 2940841.073 ; 0.1592 ; 0.5809 ; 14.80 ; 7.60 ; 4590 ; 1837 ; 0.07 ; 0.000 ; 0.000 ; 
85018 ; 2940873.579 ; 0.1592 ; 0.5809 ; 13.28 ; 4.97 ; 4548 ; 1311 ; 0.12 ; 0.000 ; 0.000 ; 
85019 ; 2940906.714 ; 0.1592 ; 0.5809 ; 12.86 ; 6.29 ; 4562 ; 1509 ; 0.13 ; 0.000 ; 0.000 ; 
85020 ; 2940941.736 ; 0.1592 ; 0.5809 ; 14.88 ; 4.18 ; 4623 ; 1318 ; 0.04 ; 0.000 ; 0.000 ; 
85021 ; 2940985.357 ; 0.1592 ; 0.5809 ; 0.00 ; 10.25 ; 0 ; 4068 ; 0.11 ; 0.000 ; 0.000 ; 
85022 ; 2941021.428 ; 0.1592 ; 0.5809 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.45 ; 0.538 ; 0.366 ; 
85023 ; 2941066.307 ; 0.1592 ; 0.5809 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
85024 ; 2941107.831 ; 0.1592 ; 0.5809 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
85025 ; 2941147.677 ; 0.0714 ; 0.3927 ; 0.00 ; 12.06 ; 0 ; 2428 ; 0.22 ; 0.000 ; 0.000 ; 
85026 ; 2941188.361 ; 0.1455 ; 0.4030 ; 0.00 ; 8.13 ; 0 ; 2099 ; 0.12 ; 0.000 ; 0.000 ; 
85027 ; 2941229.885 ; 0.7055 ; 0.5218 ; 5.96 ; 6.26 ; 3819 ; 2377 ; 0.45 ; 0.000 ; 0.000 ; 
85028 ; 2941272.667 ; 0.8327 ; 0.5485 ; 4.82 ; 6.96 ; 4021 ; 2316 ; 0.10 ; 0.000 ; 0.000 ; 
85029 ; 2941315.449 ; 0.8327 ; 0.5485 ; 9.20 ; 13.23 ; 3940 ; 2267 ; 0.11 ; 0.000 ; 0.000 ; 
85030 ; 2941353.827 ; 0.8327 ; 0.5485 ; 9.06 ; 9.55 ; 3820 ; 2217 ; 0.04 ; 0.000 ; 0.000 ; 
85031 ; 2941387.171 ; 0.8391 ; 0.5498 ; 14.40 ; 8.25 ; 3698 ; 2230 ; -0.14 ; 0.000 ; 0.000 ; 
85032 ; 2941422.404 ; 0.8228 ; 0.5465 ; 15.74 ; 6.19 ; 3662 ; 2231 ; -0.00 ; 0.000 ; 0.000 ; 
85033 ; 2941431.841 ; 0.7832 ; 0.5384 ; 16.85 ; 5.71 ; 3633 ; 2179 ; -0.00 ; 0.000 ; 0.000 ; 
85034 ; 2941441.068 ; 0.7020 ; 0.5218 ; 17.11 ; 14.35 ; 3668 ; 1838 ; 0.06 ; 0.000 ; 0.000 ; 
85035 ; 2941484.899 ; 0.6154 ; 0.5040 ; 16.86 ; 5.45 ; 3695 ; 1907 ; 0.09 ; 0.000 ; 0.000 ; 
85036 ; 2941495.384 ; 0.6575 ; 0.4175 ; 16.27 ; 10.73 ; 3716 ; 1474 ; -0.01 ; 0.000 ; 0.000 ; 
85037 ; 2941521.179 ; 0.7141 ; 0.3750 ; 16.16 ; 10.24 ; 3733 ; 1559 ; 0.10 ; 0.000 ; 0.000 ; 
85038 ; 2941554.944 ; 0.7141 ; 0.3750 ; 16.87 ; 4.68 ; 3746 ; 1676 ; 0.10 ; 0.000 ; 0.000 ; 
85039 ; 2941588.288 ; 0.7141 ; 0.3750 ; 17.15 ; 5.73 ; 3825 ; 1786 ; 0.08 ; 0.000 ; 0.000 ; 
85040 ; 2941623.311 ; 0.7141 ; 0.3750 ; 17.40 ; 6.04 ; 3888 ; 1866 ; 0.10 ; 0.000 ; 0.000 ; 
85041 ; 2941657.914 ; 0.7141 ; 0.3750 ; 17.45 ; 28.96 ; 3939 ; 1904 ; 0.04 ; 0.000 ; 0.000 ; 
85042 ; 2941691.258 ; 0.7141 ; 0.3750 ; 16.45 ; 14.98 ; 4034 ; 1958 ; 0.02 ; 0.000 ; 0.000 ; 
85043 ; 2941725.023 ; 0.7141 ; 0.3750 ; 18.80 ; 14.58 ; 4109 ; 1960 ; 0.11 ; 0.000 ; 0.000 ; 
85044 ; 2941759.206 ; 0.7141 ; 0.3750 ; 18.94 ; 14.15 ; 4169 ; 1964 ; 0.11 ; 0.000 ; 0.000 ; 
85045 ; 2941794.019 ; 0.7141 ; 0.3750 ; 19.69 ; 10.07 ; 4218 ; 1583 ; 0.10 ; 0.000 ; 0.000 ; 
85046 ; 2941827.573 ; 0.7141 ; 0.3750 ; 11.56 ; 6.96 ; 4305 ; 1134 ; 0.16 ; 0.000 ; 0.000 ; 
85047 ; 2941860.918 ; 0.7141 ; 0.3750 ; 13.02 ; 7.25 ; 4368 ; 1184 ; 0.20 ; 0.000 ; 0.000 ; 
85048 ; 2941894.892 ; 0.7141 ; 0.3750 ; 12.42 ; 7.39 ; 4414 ; 1363 ; 0.20 ; 0.000 ; 0.000 ; 
85049 ; 2941928.866 ; 0.7141 ; 0.3750 ; 13.18 ; 11.88 ; 4447 ; 1453 ; 0.20 ; 0.000 ; 0.000 ; 
85050 ; 2941964.937 ; 0.7141 ; 0.3750 ; 13.69 ; 11.62 ; 4502 ; 1608 ; 0.21 ; 0.000 ; 0.000 ; 
85051 ; 2941999.330 ; 0.7141 ; 0.3750 ; 29.09 ; 4.40 ; 4532 ; 1797 ; 0.20 ; 0.000 ; 0.000 ; 
85052 ; 2942036.030 ; 0.7141 ; 0.3750 ; 29.49 ; 3.54 ; 4555 ; 1487 ; 0.15 ; 0.000 ; 0.000 ; 
85053 ; 2942074.618 ; 0.6670 ; 0.4092 ; 30.55 ; 3.91 ; 4574 ; 1607 ; 0.15 ; 0.000 ; 0.000 ; 
85054 ; 2942106.495 ; 0.5910 ; 0.4686 ; 12.40 ; 4.58 ; 4346 ; 1910 ; 0.20 ; 0.000 ; 0.000 ; 
85055 ; 2942139.420 ; 0.5067 ; 0.4065 ; 11.91 ; 4.14 ; 4290 ; 1745 ; 0.28 ; 0.000 ; 0.000 ; 
85056 ; 2942172.555 ; 0.4746 ; 0.4355 ; 13.55 ; 2.73 ; 4164 ; 1180 ; 0.17 ; 0.000 ; 0.000 ; 
85057 ; 2942204.222 ; 0.4590 ; 0.4818 ; 13.22 ; 3.78 ; 4132 ; 1601 ; 0.22 ; 0.000 ; 0.000 ; 
85058 ; 2942239.035 ; 0.4409 ; 0.4965 ; 10.97 ; 2.70 ; 4124 ; 1131 ; 0.23 ; 0.000 ; 0.000 ; 
85059 ; 2942273.847 ; 0.4238 ; 0.4859 ; 16.04 ; 2.33 ; 4124 ; 968 ; 0.09 ; 0.000 ; 0.000 ; 
85060 ; 2942308.870 ; 0.4132 ; 0.5022 ; 5.74 ; 2.29 ; 4123 ; 972 ; 0.17 ; 0.000 ; 0.000 ; 
85061 ; 2942341.585 ; 0.3996 ; 0.5230 ; 10.65 ; 2.52 ; 4123 ; 1102 ; 0.15 ; 0.000 ; 0.000 ; 
85062 ; 2942377.656 ; 0.3852 ; 0.5415 ; 13.39 ; 2.30 ; 4154 ; 989 ; 0.18 ; 0.000 ; 0.000 ; 
85063 ; 2942410.372 ; 0.3717 ; 0.5522 ; 13.76 ; 2.71 ; 4178 ; 1168 ; 0.19 ; 0.000 ; 0.000 ; 
85064 ; 2942444.555 ; 0.3575 ; 0.5410 ; 6.63 ; 3.11 ; 4198 ; 1322 ; 0.21 ; 0.000 ; 0.000 ; 
85065 ; 2942479.158 ; 0.3507 ; 0.5500 ; 6.65 ; 3.11 ; 4213 ; 1302 ; 0.19 ; 0.000 ; 0.000 ; 
85066 ; 2942513.342 ; 0.3307 ; 0.4807 ; 12.35 ; 3.55 ; 4225 ; 1455 ; -0.01 ; 0.000 ; 0.000 ; 
85067 ; 2942547.106 ; 0.3286 ; 0.5004 ; 13.07 ; 3.75 ; 4235 ; 1581 ; 0.16 ; 0.000 ; 0.000 ; 
85068 ; 2942580.870 ; 0.3296 ; 0.5292 ; 13.58 ; 3.95 ; 4242 ; 1668 ; 0.17 ; 0.000 ; 0.000 ; 
85069 ; 2942616.941 ; 0.3292 ; 0.5342 ; 12.19 ; 4.19 ; 4316 ; 1744 ; 0.24 ; 0.000 ; 0.000 ; 
85070 ; 2942650.915 ; 0.3360 ; 0.5536 ; 13.92 ; 4.33 ; 4380 ; 1816 ; 0.19 ; 0.000 ; 0.000 ; 
85071 ; 2942685.309 ; 0.3466 ; 0.5731 ; 13.67 ; 2.86 ; 4431 ; 1195 ; 0.19 ; 0.000 ; 0.000 ; 
85072 ; 2942718.863 ; 0.3496 ; 0.5684 ; 13.33 ; 2.98 ; 4472 ; 1255 ; 0.24 ; 0.000 ; 0.000 ; 
85073 ; 2942751.998 ; 0.3518 ; 0.5626 ; 13.69 ; 3.31 ; 4505 ; 1401 ; 0.23 ; 0.000 ; 0.000 ; 
85074 ; 2942785.762 ; 0.3567 ; 0.5769 ; 8.37 ; 3.59 ; 4498 ; 1518 ; 0.19 ; 0.000 ; 0.000 ; 
85075 ; 2942819.736 ; 0.3579 ; 0.5928 ; 7.80 ; 3.76 ; 4491 ; 1621 ; 0.19 ; 0.000 ; 0.000 ; 
85076 ; 2942853.500 ; 0.3579 ; 0.6032 ; 7.77 ; 4.19 ; 4486 ; 1760 ; 0.18 ; 0.000 ; 0.000 ; 
85077 ; 2942888.103 ; 0.3562 ; 0.6112 ; 8.34 ; 4.32 ; 4481 ; 1822 ; 0.17 ; 0.000 ; 0.000 ; 
85078 ; 2942922.706 ; 0.3546 ; 0.6175 ; 13.02 ; 3.17 ; 4477 ; 1339 ; 0.18 ; 0.000 ; 0.000 ; 
85079 ; 2942956.051 ; 0.3435 ; 0.6046 ; 12.85 ; 3.48 ; 4436 ; 1476 ; 0.22 ; 0.000 ; 0.000 ; 
85080 ; 2943003.237 ; 0.3346 ; 0.6113 ; 12.88 ; 3.86 ; 4404 ; 1626 ; 0.19 ; 0.000 ; 0.000 ; 
85081 ; 2943035.533 ; 0.3316 ; 0.6198 ; 12.89 ; 3.61 ; 4378 ; 1540 ; 0.18 ; 0.000 ; 0.000 ; 
85082 ; 2943067.200 ; 0.3327 ; 0.6231 ; 12.73 ; 4.00 ; 4357 ; 1679 ; 0.19 ; 0.000 ; 0.000 ; 
85083 ; 2943097.399 ; 0.3324 ; 0.6190 ; 12.77 ; 4.25 ; 4340 ; 1806 ; 0.20 ; 0.000 ; 0.000 ; 
85084 ; 2943130.324 ; 0.3317 ; 0.6094 ; 13.10 ; 4.38 ; 4472 ; 1852 ; 0.21 ; 0.000 ; 0.000 ; 
85085 ; 2943161.991 ; 0.3307 ; 0.6034 ; 13.17 ; 4.56 ; 4579 ; 1929 ; 0.23 ; 0.000 ; 0.000 ; 
85086 ; 2943194.287 ; 0.3293 ; 0.5970 ; 13.30 ; 4.81 ; 4665 ; 2027 ; 0.22 ; 0.000 ; 0.000 ; 
85087 ; 2943228.261 ; 0.3305 ; 0.5951 ; 13.49 ; 4.98 ; 4734 ; 2096 ; 0.21 ; 0.000 ; 0.000 ; 
85088 ; 2943261.816 ; 0.3343 ; 0.5918 ; 13.84 ; 4.91 ; 4790 ; 2060 ; 0.23 ; 0.000 ; 0.000 ; 
85089 ; 2943304.807 ; 0.3430 ; 0.6034 ; 14.86 ; 4.82 ; 4707 ; 2011 ; 0.17 ; 0.000 ; 0.000 ; 
85090 ; 2943338.152 ; 0.3461 ; 0.5996 ; 14.02 ; 4.78 ; 4641 ; 2001 ; 0.23 ; 0.000 ; 0.000 ; 
85091 ; 2943369.609 ; 0.3482 ; 0.6080 ; 9.49 ; 4.74 ; 4588 ; 1997 ; 0.17 ; 0.000 ; 0.000 ; 
85092 ; 2943402.535 ; 0.3503 ; 0.6173 ; 8.79 ; 4.86 ; 4546 ; 2050 ; 0.17 ; 0.000 ; 0.000 ; 
85093 ; 2943435.250 ; 0.3518 ; 0.6228 ; 8.74 ; 4.21 ; 4513 ; 1758 ; 0.17 ; 0.000 ; 0.000 ; 
85094 ; 2943468.175 ; 0.3471 ; 0.6126 ; 13.74 ; 4.47 ; 4538 ; 1888 ; 0.22 ; 0.000 ; 0.000 ; 
85095 ; 2943500.262 ; 0.3409 ; 0.6085 ; 13.27 ; 4.68 ; 4558 ; 1966 ; 0.22 ; 0.000 ; 0.000 ; 
85096 ; 2943535.494 ; 0.3374 ; 0.6221 ; 14.84 ; 4.75 ; 4574 ; 2029 ; 0.16 ; 0.000 ; 0.000 ; 
85097 ; 2943568.210 ; 0.3357 ; 0.6331 ; 14.53 ; 5.00 ; 4586 ; 2103 ; 0.16 ; 0.000 ; 0.000 ; 
85098 ; 2943602.393 ; 0.3375 ; 0.6390 ; 7.34 ; 5.05 ; 4690 ; 2081 ; 0.17 ; 0.000 ; 0.000 ; 
85099 ; 2943636.786 ; 0.3342 ; 0.6311 ; 7.46 ; 4.97 ; 4773 ; 2114 ; 0.21 ; 0.000 ; 0.000 ; 
85100 ; 2943671.809 ; 0.3232 ; 0.5744 ; 13.65 ; 5.23 ; 4841 ; 2166 ; 0.03 ; 0.000 ; 0.000 ; 
85101 ; 2943703.895 ; 0.3230 ; 0.5675 ; 13.98 ; 5.19 ; 4895 ; 2209 ; 0.22 ; 0.000 ; 0.000 ; 
85102 ; 2943737.659 ; 0.3263 ; 0.5678 ; 14.08 ; 5.20 ; 4938 ; 2204 ; 0.23 ; 0.000 ; 0.000 ; 
85103 ; 2943771.424 ; 0.3287 ; 0.5590 ; 14.40 ; 5.40 ; 4973 ; 2240 ; 0.25 ; 0.000 ; 0.000 ; 
85104 ; 2943806.446 ; 0.3322 ; 0.5492 ; 14.39 ; 5.46 ; 4886 ; 2265 ; 0.25 ; 0.000 ; 0.000 ; 
85105 ; 2943839.581 ; 0.3339 ; 0.5388 ; 14.19 ; 5.42 ; 4816 ; 2282 ; 0.25 ; 0.000 ; 0.000 ; 
85106 ; 2943875.023 ; 0.3349 ; 0.5322 ; 14.02 ; 5.44 ; 4760 ; 2321 ; 0.25 ; 0.000 ; 0.000 ; 
85107 ; 2943908.997 ; 0.3342 ; 0.5292 ; 13.67 ; 5.87 ; 4715 ; 2480 ; 0.26 ; 0.000 ; 0.000 ; 
85108 ; 2943942.761 ; 0.3324 ; 0.5228 ; 13.57 ; 5.88 ; 4679 ; 2484 ; 0.25 ; 0.000 ; 0.000 ; 
85109 ; 2943976.944 ; 0.3321 ; 0.5175 ; 13.39 ; 5.87 ; 4648 ; 2472 ; 0.24 ; 0.000 ; 0.000 ; 
85110 ; 2944013.015 ; 0.3317 ; 0.5201 ; 13.43 ; 5.84 ; 4623 ; 2481 ; 0.23 ; 0.000 ; 0.000 ; 
85111 ; 2944046.780 ; 0.3313 ; 0.5209 ; 13.50 ; 5.96 ; 4603 ; 2499 ; 0.23 ; 0.000 ; 0.000 ; 
85112 ; 2944079.705 ; 0.3302 ; 0.5262 ; 13.34 ; 5.88 ; 4587 ; 2490 ; 0.22 ; 0.000 ; 0.000 ; 
85113 ; 2944114.727 ; 0.3300 ; 0.5304 ; 13.01 ; 5.98 ; 4574 ; 2501 ; 0.23 ; 0.000 ; 0.000 ; 
85114 ; 2944149.959 ; 0.3296 ; 0.5304 ; 13.16 ; 6.00 ; 4633 ; 2508 ; 0.24 ; 0.000 ; 0.000 ; 
85115 ; 2944183.094 ; 0.3308 ; 0.5330 ; 13.38 ; 6.03 ; 4679 ; 2486 ; 0.23 ; 0.000 ; 0.000 ; 
85116 ; 2944219.375 ; 0.3319 ; 0.5331 ; 13.39 ; 6.06 ; 4716 ; 2496 ; 0.22 ; 0.000 ; 0.000 ; 
85117 ; 2944251.252 ; 0.3305 ; 0.5239 ; 13.56 ; 6.00 ; 4746 ; 2513 ; 0.21 ; 0.000 ; 0.000 ; 
85118 ; 2944284.597 ; 0.3375 ; 0.5245 ; 13.73 ; 6.26 ; 4769 ; 2578 ; 0.24 ; 0.000 ; 0.000 ; 
85119 ; 2944319.409 ; 0.3429 ; 0.5210 ; 13.65 ; 6.19 ; 4743 ; 2553 ; 0.24 ; 0.000 ; 0.000 ; 
85120 ; 2944354.012 ; 0.3451 ; 0.5264 ; 13.46 ; 6.05 ; 4721 ; 2540 ; 0.24 ; 0.000 ; 0.000 ; 
85121 ; 2944388.196 ; 0.3474 ; 0.5360 ; 13.53 ; 5.94 ; 4705 ; 2501 ; 0.23 ; 0.000 ; 0.000 ; 
85122 ; 2944425.316 ; 0.3502 ; 0.5385 ; 13.49 ; 5.93 ; 4691 ; 2474 ; 0.24 ; 0.000 ; 0.000 ; 
85123 ; 2944458.241 ; 0.3475 ; 0.5353 ; 13.34 ; 6.23 ; 4680 ; 2630 ; 0.23 ; 0.000 ; 0.000 ; 
85124 ; 2944490.537 ; 0.3453 ; 0.5287 ; 13.40 ; 6.22 ; 4698 ; 2584 ; 0.20 ; 0.000 ; 0.000 ; 
85125 ; 2944524.091 ; 0.3461 ; 0.5283 ; 13.44 ; 6.24 ; 4711 ; 2560 ; 0.23 ; 0.000 ; 0.000 ; 
85126 ; 2944557.226 ; 0.3447 ; 0.5349 ; 13.57 ; 5.98 ; 4722 ; 2535 ; 0.22 ; 0.000 ; 0.000 ; 
85127 ; 2944591.620 ; 0.3439 ; 0.5413 ; 13.51 ; 5.98 ; 4731 ; 2489 ; 0.21 ; 0.000 ; 0.000 ; 
85128 ; 2944625.174 ; 0.3399 ; 0.5385 ; 13.55 ; 6.00 ; 4738 ; 2509 ; 0.21 ; 0.000 ; 0.000 ; 
85129 ; 2944659.148 ; 0.3369 ; 0.5419 ; 13.15 ; 6.54 ; 4674 ; 2726 ; 0.22 ; 0.000 ; 0.000 ; 
85130 ; 2944697.945 ; 0.3335 ; 0.5379 ; 12.91 ; 7.77 ; 4623 ; 2931 ; 0.24 ; 0.000 ; 0.000 ; 
85131 ; 2944729.403 ; 0.3314 ; 0.5287 ; 12.87 ; 8.42 ; 4582 ; 3114 ; 0.26 ; 0.000 ; 0.000 ; 
85132 ; 2944761.279 ; 0.3301 ; 0.5239 ; 12.86 ; 8.85 ; 4549 ; 3273 ; 0.29 ; 0.000 ; 0.000 ; 
85133 ; 2944796.721 ; 0.3268 ; 0.5161 ; 12.78 ; 9.20 ; 4523 ; 3408 ; 0.30 ; 0.000 ; 0.000 ; 
85134 ; 2944828.388 ; 0.3249 ; 0.5281 ; 14.70 ; 9.48 ; 4550 ; 3522 ; 0.20 ; 0.000 ; 0.000 ; 
85135 ; 2944861.523 ; 0.3196 ; 0.5198 ; 13.13 ; 8.60 ; 4571 ; 3239 ; 0.28 ; 0.000 ; 0.000 ; 
85136 ; 2944896.546 ; 0.3197 ; 0.5152 ; 13.17 ; 8.34 ; 4588 ; 3079 ; 0.31 ; 0.000 ; 0.000 ; 
85137 ; 2944930.310 ; 0.3207 ; 0.5109 ; 13.11 ; 8.06 ; 4601 ; 2975 ; 0.35 ; 0.000 ; 0.000 ; 
85138 ; 2944964.703 ; 0.3217 ; 0.5070 ; 13.15 ; 7.71 ; 4612 ; 2877 ; 0.32 ; 0.000 ; 0.000 ; 
85139 ; 2945000.774 ; 0.3232 ; 0.5032 ; 13.18 ; 7.40 ; 4621 ; 2780 ; 0.33 ; 0.000 ; 0.000 ; 
85140 ; 2945034.958 ; 0.3229 ; 0.4989 ; 13.28 ; 8.22 ; 4628 ; 3053 ; 0.33 ; 0.000 ; 0.000 ; 
85141 ; 2945068.722 ; 0.3235 ; 0.5002 ; 13.08 ; 8.81 ; 4634 ; 3295 ; 0.29 ; 0.000 ; 0.000 ; 
85142 ; 2945102.486 ; 0.3246 ; 0.5094 ; 14.08 ; 9.21 ; 4638 ; 3505 ; 0.22 ; 0.000 ; 0.000 ; 
85143 ; 2945135.831 ; 0.3244 ; 0.5183 ; 14.26 ; 9.83 ; 4642 ; 3683 ; 0.26 ; 0.000 ; 0.000 ; 
85144 ; 2945169.804 ; 0.3200 ; 0.5282 ; 14.55 ; 10.14 ; 4668 ; 3812 ; 0.25 ; 0.000 ; 0.000 ; 
85145 ; 2945202.520 ; 0.3133 ; 0.5384 ; 14.76 ; 10.38 ; 4690 ; 3918 ; 0.22 ; 0.000 ; 0.000 ; 
85146 ; 2945237.123 ; 0.3109 ; 0.5472 ; 14.71 ; 9.67 ; 4707 ; 3667 ; 0.20 ; 0.000 ; 0.000 ; 
85147 ; 2945270.258 ; 0.3117 ; 0.5549 ; 14.73 ; 9.08 ; 4720 ; 3393 ; 0.22 ; 0.000 ; 0.000 ; 
85148 ; 2945304.442 ; 0.3109 ; 0.5627 ; 14.75 ; 9.57 ; 4731 ; 3567 ; 0.21 ; 0.000 ; 0.000 ; 
85149 ; 2945338.416 ; 0.3082 ; 0.5702 ; 15.00 ; 10.12 ; 4740 ; 3802 ; 0.19 ; 0.000 ; 0.000 ; 
85150 ; 2945371.970 ; 0.3053 ; 0.5844 ; 15.28 ; 9.42 ; 4747 ; 3998 ; 0.19 ; 0.000 ; 0.000 ; 
85151 ; 2945406.992 ; 0.3012 ; 0.5932 ; 13.31 ; 9.94 ; 4753 ; 4161 ; 0.20 ; 0.000 ; 0.000 ; 
85152 ; 2945440.547 ; 0.2959 ; 0.5881 ; 13.33 ; 10.25 ; 4757 ; 4295 ; 0.22 ; 0.000 ; 0.000 ; 
85153 ; 2945474.311 ; 0.2911 ; 0.5799 ; 13.53 ; 10.36 ; 4761 ; 4404 ; 0.24 ; 0.000 ; 0.000 ; 
85154 ; 2945508.495 ; 0.2912 ; 0.5817 ; 13.68 ; 9.32 ; 4885 ; 3957 ; 0.22 ; 0.000 ; 0.000 ; 
85155 ; 2945542.888 ; 0.2912 ; 0.5792 ; 14.93 ; 8.49 ; 4985 ; 3598 ; 0.23 ; 0.000 ; 0.000 ; 
85156 ; 2945577.910 ; 0.2930 ; 0.5899 ; 13.90 ; 7.63 ; 5065 ; 3246 ; 0.18 ; 0.000 ; 0.000 ; 
85157 ; 2945624.886 ; 0.2959 ; 0.5951 ; 14.09 ; 7.42 ; 5130 ; 3119 ; 0.19 ; 0.000 ; 0.000 ; 
85158 ; 2945656.973 ; 0.2960 ; 0.5840 ; 14.33 ; 7.20 ; 5182 ; 3031 ; 0.23 ; 0.000 ; 0.000 ; 
85159 ; 2945689.059 ; 0.2967 ; 0.5753 ; 14.68 ; 6.98 ; 5199 ; 2967 ; 0.21 ; 0.000 ; 0.000 ; 
85160 ; 2945720.936 ; 0.2949 ; 0.5568 ; 14.82 ; 7.00 ; 5213 ; 2942 ; 0.24 ; 0.000 ; 0.000 ; 
85161 ; 2945754.281 ; 0.2928 ; 0.5444 ; 14.96 ; 6.86 ; 5224 ; 2930 ; 0.25 ; 0.000 ; 0.000 ; 
85162 ; 2945786.367 ; 0.2909 ; 0.5303 ; 15.00 ; 7.00 ; 5233 ; 2931 ; 0.24 ; 0.000 ; 0.000 ; 
85163 ; 2945819.502 ; 0.2901 ; 0.5149 ; 15.11 ; 7.05 ; 5240 ; 2916 ; 0.23 ; 0.000 ; 0.000 ; 
85164 ; 2945852.847 ; 0.2919 ; 0.5136 ; 15.43 ; 7.17 ; 5417 ; 2927 ; 0.23 ; 0.000 ; 0.000 ; 
85165 ; 2945885.772 ; 0.2915 ; 0.5022 ; 16.06 ; 7.11 ; 5558 ; 2943 ; 0.26 ; 0.000 ; 0.000 ; 
85166 ; 2945919.327 ; 0.2895 ; 0.4840 ; 16.49 ; 7.53 ; 5672 ; 3134 ; 0.27 ; 0.000 ; 0.000 ; 
85167 ; 2945953.300 ; 0.2897 ; 0.4755 ; 16.34 ; 7.37 ; 5763 ; 3102 ; 0.27 ; 0.000 ; 0.000 ; 
85168 ; 2945987.065 ; 0.2902 ; 0.4682 ; 16.65 ; 7.14 ; 5835 ; 3058 ; 0.26 ; 0.000 ; 0.000 ; 
85169 ; 2946021.038 ; 0.2956 ; 0.4708 ; 16.78 ; 7.15 ; 5801 ; 3006 ; 0.23 ; 0.000 ; 0.000 ; 
85170 ; 2946055.851 ; 0.3037 ; 0.4756 ; 16.68 ; 7.04 ; 5772 ; 2944 ; 0.24 ; 0.000 ; 0.000 ; 
85171 ; 2946090.874 ; 0.3086 ; 0.4726 ; 16.73 ; 7.68 ; 5749 ; 2893 ; 0.26 ; 0.000 ; 0.000 ; 
85172 ; 2946123.380 ; 0.3110 ; 0.4666 ; 17.10 ; 7.69 ; 5731 ; 2893 ; 0.27 ; 0.000 ; 0.000 ; 
85173 ; 2946156.515 ; 0.3122 ; 0.4571 ; 16.77 ; 7.59 ; 5716 ; 2839 ; 0.28 ; 0.000 ; 0.000 ; 
85174 ; 2946190.488 ; 0.3149 ; 0.4551 ; 16.30 ; 7.43 ; 5551 ; 2801 ; 0.27 ; 0.000 ; 0.000 ; 
