Frame Number ; Time Stamp ; Point Of Regard X ; Point Of Regard Y ; Pupil Area Right Eye, sq.mm ; Pupil Area Left Eye, sq.mm ; Pupil Area Right Eye, px ; Pupil Area Left Eye, px ; Score Value ; Score Value Left Eye ; Score Value Right Eye ; Clients Event
129100 ; 6541881.115 ; 0.2361 ; 0.5506 ; 2.12 ; 0.00 ; 693 ; 0 ; 0.72 ; 0.445 ; 1.000 ; 
129101 ; 6541915.508 ; 0.2180 ; 0.4585 ; 2.82 ; 0.00 ; 1241 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
129102 ; 6541959.548 ; 0.1988 ; 0.3818 ; 3.61 ; 0.00 ; 1375 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
129103 ; 6541984.714 ; 0.1841 ; 0.2853 ; 7.20 ; 0.00 ; 2318 ; 0 ; 0.35 ; 0.000 ; 0.000 ; 
129104 ; 6542023.302 ; 0.1736 ; 0.3028 ; 10.86 ; 0.00 ; 3319 ; 0 ; 0.45 ; 0.541 ; 0.357 ; 
129105 ; 6542055.178 ; 0.1762 ; 0.3242 ; 5.82 ; 0.00 ; 2231 ; 0 ; 0.43 ; 0.440 ; 0.412 ; 
129106 ; 6542089.572 ; 0.1735 ; 0.2320 ; 3.24 ; 0.00 ; 1428 ; 0 ; 0.46 ; 0.000 ; 0.000 ; 
129107 ; 6542131.515 ; 0.1286 ; 0.2203 ; 6.27 ; 0.00 ; 914 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129108 ; 6542157.939 ; 0.1119 ; 0.1531 ; 3.91 ; 0.00 ; 585 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
129109 ; 6542192.332 ; 0.0827 ; 0.1625 ; 2.44 ; 0.00 ; 374 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
129110 ; 6542225.467 ; 0.0580 ; 0.1694 ; 1.53 ; 0.00 ; 240 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
129111 ; 6542260.280 ; 0.0569 ; 0.1699 ; 3.48 ; 0.00 ; 329 ; 0 ; 0.71 ; 0.413 ; 1.000 ; 
129112 ; 6542301.384 ; 0.0569 ; 0.1699 ; 1.66 ; 0.00 ; 691 ; 0 ; -2.37 ; 0.000 ; 0.000 ; 
129113 ; 6542328.647 ; 0.0569 ; 0.1699 ; 0.86 ; 0.00 ; 439 ; 0 ; 0.86 ; 0.730 ; 1.000 ; 
129114 ; 6542363.040 ; 0.0569 ; 0.1699 ; 1.40 ; 0.00 ; 886 ; 0 ; 0.77 ; 0.534 ; 1.000 ; 
129115 ; 6542398.692 ; 0.0569 ; 0.1699 ; 1.77 ; 0.00 ; 1028 ; 0 ; 0.74 ; 0.477 ; 1.000 ; 
129116 ; 6542432.246 ; 0.0569 ; 0.1699 ; 1.41 ; 0.00 ; 658 ; 0 ; 0.56 ; 0.733 ; 0.387 ; 
129117 ; 6542477.964 ; 0.0534 ; 0.0774 ; 2.66 ; 0.00 ; 421 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
129118 ; 6542503.549 ; 0.0290 ; 0.0837 ; 1.64 ; 0.00 ; 270 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
129119 ; 6542533.748 ; 0.0063 ; 0.0831 ; 1.01 ; 0.00 ; 172 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
129120 ; 6542568.142 ; 0.0078 ; 0.0116 ; 0.63 ; 0.00 ; 110 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
129121 ; 6542604.213 ; 0.0081 ; 0.0079 ; 4.03 ; 0.00 ; 411 ; 0 ; 0.73 ; 0.467 ; 1.000 ; 
129122 ; 6542645.736 ; 0.0081 ; 0.0079 ; 0.70 ; 0.00 ; 281 ; 0 ; 0.04 ; 0.000 ; 0.000 ; 
129123 ; 6542671.321 ; 0.0081 ; 0.0079 ; 1.48 ; 0.00 ; 757 ; 0 ; 0.70 ; 0.403 ; 1.000 ; 
129124 ; 6542705.715 ; 0.0081 ; 0.0079 ; 3.55 ; 0.00 ; 243 ; 0 ; 0.54 ; 0.764 ; 0.311 ; 
129125 ; 6542739.269 ; 0.0081 ; 0.0079 ; 5.51 ; 0.00 ; 787 ; 0 ; 0.75 ; 0.498 ; 1.000 ; 
129126 ; 6542773.663 ; -0.0043 ; -0.0428 ; 2.18 ; 0.00 ; 504 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
129127 ; 6542813.508 ; -0.0029 ; -0.0998 ; 2.31 ; 0.00 ; 323 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
129128 ; 6542840.771 ; -0.0245 ; -0.0667 ; 1.47 ; 0.00 ; 206 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
129129 ; 6542875.165 ; -0.0410 ; -0.0325 ; 0.93 ; 0.00 ; 132 ; 0 ; 0.18 ; 0.000 ; 0.000 ; 
129130 ; 6542909.977 ; -0.0541 ; -0.0018 ; 0.57 ; 0.00 ; 85 ; 0 ; 0.20 ; 0.000 ; 0.000 ; 
129131 ; 6542948.146 ; -0.0654 ; 0.0242 ; 1.23 ; 0.00 ; 54 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
129132 ; 6542988.830 ; -0.0754 ; 0.0290 ; 0.99 ; 0.00 ; 35 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129133 ; 6543012.738 ; -0.0818 ; 0.0293 ; 0.62 ; 0.00 ; 22 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
129134 ; 6543046.292 ; -0.0774 ; 0.1244 ; 0.22 ; 0.00 ; 14 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129135 ; 6543081.524 ; -0.0788 ; 0.1604 ; 0.12 ; 0.00 ; 9 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
129136 ; 6543115.498 ; -0.0788 ; 0.1617 ; 0.35 ; 0.00 ; 153 ; 0 ; 0.71 ; 0.416 ; 1.000 ; 
129137 ; 6543158.280 ; -0.0921 ; 0.1577 ; 0.41 ; 0.00 ; 509 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
129138 ; 6543183.027 ; -0.0399 ; 0.2750 ; 1.71 ; 0.00 ; 756 ; 0 ; 0.50 ; 0.551 ; 0.453 ; 
129139 ; 6543218.259 ; 0.0170 ; 0.2693 ; 3.76 ; 0.00 ; 945 ; 0 ; 0.67 ; 0.509 ; 0.839 ; 
129140 ; 6543250.974 ; 0.0352 ; 0.2203 ; 7.68 ; 0.00 ; 1380 ; 0 ; 0.43 ; 0.551 ; 0.307 ; 
129141 ; 6543284.109 ; 0.0635 ; 0.1485 ; 1.88 ; 0.00 ; 883 ; 0 ; 0.09 ; 0.000 ; 0.000 ; 
129142 ; 6543322.697 ; 0.0345 ; 0.1536 ; 1.15 ; 0.00 ; 565 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
129143 ; 6543354.993 ; 0.0075 ; 0.1549 ; 3.03 ; 0.00 ; 362 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
129144 ; 6543396.936 ; -0.0131 ; 0.1608 ; 1.10 ; 0.00 ; 232 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
129145 ; 6543429.232 ; -0.0110 ; 0.0853 ; 0.54 ; 0.00 ; 148 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
129146 ; 6543461.109 ; -0.0107 ; 0.0811 ; 0.31 ; 0.00 ; 95 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
129147 ; 6543499.277 ; -0.0107 ; 0.0811 ; 0.20 ; 0.00 ; 61 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129148 ; 6543525.282 ; -0.0326 ; 0.0927 ; 0.13 ; 0.00 ; 39 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129149 ; 6543559.675 ; -0.0525 ; 0.1023 ; 0.08 ; 0.00 ; 25 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
129150 ; 6543594.068 ; -0.0484 ; 0.0303 ; 0.05 ; 0.00 ; 16 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
129151 ; 6543628.881 ; -0.0629 ; 0.0510 ; 0.03 ; 0.00 ; 10 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
129152 ; 6543667.049 ; -0.0711 ; 0.0720 ; 0.02 ; 0.00 ; 7 ; 0 ; 0.17 ; 0.000 ; 0.000 ; 
129153 ; 6543696.829 ; -0.0829 ; 0.0844 ; 0.01 ; 0.00 ; 4 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
129154 ; 6543729.964 ; -0.0682 ; 0.0045 ; 0.01 ; 0.00 ; 3 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
129155 ; 6543763.938 ; -0.0582 ; -0.0557 ; 0.01 ; 0.00 ; 2 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129156 ; 6543798.331 ; -0.0510 ; -0.0930 ; 0.00 ; 0.00 ; 1 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
129157 ; 6543838.177 ; -0.0650 ; -0.0554 ; 0.00 ; 0.00 ; 1 ; 0 ; 0.21 ; 0.000 ; 0.000 ; 
129158 ; 6543877.603 ; -0.0759 ; -0.0207 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.18 ; 0.000 ; 0.000 ; 
129159 ; 6543909.480 ; -0.0828 ; 0.0092 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.18 ; 0.000 ; 0.000 ; 
129160 ; 6543941.776 ; -0.0900 ; 0.0339 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.19 ; 0.000 ; 0.000 ; 
129161 ; 6543974.072 ; -0.0328 ; 0.0676 ; 1.81 ; 0.00 ; 397 ; 0 ; 0.53 ; 0.456 ; 0.599 ; 
129162 ; 6544011.821 ; -0.0020 ; 0.0922 ; 0.58 ; 0.00 ; 200 ; 0 ; 0.02 ; 0.000 ; 0.000 ; 
129163 ; 6544039.084 ; 0.0665 ; 0.1236 ; 1.34 ; 0.00 ; 550 ; 0 ; 0.71 ; 0.421 ; 1.000 ; 
129164 ; 6544073.058 ; 0.1271 ; 0.1510 ; 0.23 ; 0.00 ; 149 ; 0 ; 0.71 ; 0.415 ; 1.000 ; 
129165 ; 6544106.612 ; 0.1951 ; 0.1785 ; 1.49 ; 0.00 ; 1056 ; 0 ; -75.03 ; 0.000 ; 0.000 ; 
129166 ; 6544140.586 ; 0.2370 ; 0.1758 ; 1.53 ; 0.00 ; 1015 ; 0 ; 0.76 ; 0.522 ; 1.000 ; 
129167 ; 6544182.110 ; 0.2385 ; 0.1752 ; 13.27 ; 0.00 ; 837 ; 0 ; 0.75 ; 0.510 ; 1.000 ; 
129168 ; 6544209.373 ; 0.2385 ; 0.1752 ; 3.07 ; 0.00 ; 409 ; 0 ; -0.20 ; 0.000 ; 0.000 ; 
129169 ; 6544244.605 ; 0.2046 ; 0.1397 ; 2.48 ; 0.00 ; 489 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
129170 ; 6544278.998 ; 0.1990 ; 0.1432 ; 3.42 ; 0.00 ; 332 ; 0 ; 0.53 ; 0.000 ; 0.000 ; 
129171 ; 6544325.136 ; 0.1990 ; 0.1432 ; 3.87 ; 0.00 ; 324 ; 0 ; 0.69 ; 0.540 ; 0.840 ; 
129172 ; 6544363.723 ; 0.1990 ; 0.1432 ; 7.46 ; 0.00 ; 678 ; 0 ; 0.48 ; 0.495 ; 0.474 ; 
129173 ; 6544389.308 ; 0.1990 ; 0.1432 ; 11.37 ; 0.00 ; 1189 ; 0 ; 0.38 ; 0.394 ; 0.359 ; 
129174 ; 6544422.443 ; 0.2653 ; 0.2553 ; 4.74 ; 0.00 ; 1180 ; 0 ; 0.69 ; 0.423 ; 0.955 ; 
129175 ; 6544455.159 ; 0.2299 ; 0.1909 ; 7.09 ; 0.00 ; 1667 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129176 ; 6544487.036 ; 0.2868 ; 0.2793 ; 1.74 ; 0.00 ; 715 ; 0 ; 0.75 ; 0.510 ; 1.000 ; 
129177 ; 6544528.559 ; 0.3226 ; 0.2873 ; 0.95 ; 0.00 ; 266 ; 0 ; 0.92 ; 0.834 ; 1.000 ; 
129178 ; 6544552.467 ; 0.3676 ; 0.3304 ; 2.24 ; 0.00 ; 590 ; 0 ; -0.19 ; 0.000 ; 0.000 ; 
129179 ; 6544588.957 ; 0.3087 ; 0.3185 ; 3.54 ; 0.00 ; 1078 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129180 ; 6544622.512 ; 0.3227 ; 0.3548 ; 3.92 ; 0.00 ; 1472 ; 0 ; 0.41 ; 0.389 ; 0.436 ; 
129181 ; 6544656.486 ; 0.3118 ; 0.2412 ; 2.18 ; 0.00 ; 942 ; 0 ; 0.17 ; 0.000 ; 0.000 ; 
129182 ; 6544695.912 ; 0.2702 ; 0.1638 ; 1.40 ; 0.00 ; 603 ; 0 ; 0.23 ; 0.000 ; 0.000 ; 
129183 ; 6544723.594 ; 0.2270 ; 0.1747 ; 0.86 ; 0.00 ; 386 ; 0 ; 0.13 ; 0.000 ; 0.000 ; 
129184 ; 6544757.988 ; 0.2028 ; 0.0810 ; 0.54 ; 0.00 ; 247 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
129185 ; 6544792.381 ; 0.1532 ; 0.0901 ; 3.30 ; 0.00 ; 158 ; 0 ; 0.24 ; 0.000 ; 0.000 ; 
129186 ; 6544838.099 ; 0.1303 ; 0.0341 ; 0.50 ; 0.00 ; 101 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129187 ; 6544878.784 ; 0.1011 ; 0.0766 ; 2.25 ; 0.00 ; 65 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
129188 ; 6544903.111 ; 0.0910 ; -0.0072 ; 0.72 ; 0.00 ; 41 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
129189 ; 6544933.310 ; 0.0585 ; 0.0187 ; 1.13 ; 0.00 ; 27 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
129190 ; 6544965.606 ; 0.0381 ; 0.1149 ; 0.35 ; 0.00 ; 17 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129191 ; 6545000.838 ; 0.0333 ; 0.0686 ; 0.17 ; 0.00 ; 11 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
129192 ; 6545042.362 ; 0.0116 ; 0.0920 ; 0.10 ; 0.00 ; 7 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
129193 ; 6545070.883 ; -0.0082 ; 0.1092 ; 0.06 ; 0.00 ; 4 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
129194 ; 6545105.696 ; -0.0103 ; 0.0664 ; 0.04 ; 0.00 ; 3 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129195 ; 6545139.250 ; -0.0038 ; -0.0146 ; 0.02 ; 0.00 ; 2 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129196 ; 6545172.385 ; 0.0683 ; 0.1373 ; 0.57 ; 0.00 ; 248 ; 0 ; 0.71 ; 0.422 ; 1.000 ; 
129197 ; 6545212.650 ; 0.0974 ; 0.1388 ; 1.01 ; 0.00 ; 370 ; 0 ; 0.44 ; 0.496 ; 0.386 ; 
129198 ; 6545255.013 ; 0.1116 ; 0.1561 ; 0.70 ; 0.00 ; 360 ; 0 ; 0.39 ; 0.450 ; 0.334 ; 
129199 ; 6545286.889 ; 0.1074 ; 0.1052 ; 8.23 ; 0.00 ; 604 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
129200 ; 6545317.088 ; 0.1739 ; 0.2614 ; 1.44 ; 0.00 ; 481 ; 0 ; 0.67 ; 0.349 ; 1.000 ; 
129201 ; 6545350.223 ; 0.1884 ; 0.3012 ; 1.20 ; 0.00 ; 308 ; 0 ; 0.23 ; 0.000 ; 0.000 ; 
129202 ; 6545396.361 ; 0.1798 ; 0.2748 ; 0.87 ; 0.00 ; 197 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
129203 ; 6545436.207 ; 0.1701 ; 0.2569 ; 0.73 ; 0.00 ; 126 ; 0 ; 0.18 ; 0.000 ; 0.000 ; 
129204 ; 6545447.112 ; 0.1080 ; 0.2802 ; 0.47 ; 0.00 ; 81 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
129205 ; 6545489.894 ; 0.0428 ; 0.3138 ; 0.30 ; 0.00 ; 52 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129206 ; 6545534.353 ; 0.0434 ; 0.3108 ; 1.25 ; 0.00 ; 282 ; 0 ; 0.71 ; 0.430 ; 1.000 ; 
129207 ; 6545588.460 ; 0.1335 ; 0.5002 ; 0.35 ; 0.00 ; 257 ; 0 ; 0.72 ; 0.443 ; 1.000 ; 
129208 ; 6545630.822 ; 0.1313 ; 0.5041 ; 4.51 ; 0.00 ; 533 ; 0 ; 0.18 ; 0.000 ; 0.000 ; 
129209 ; 6545676.121 ; 0.0538 ; 0.4836 ; 0.49 ; 0.00 ; 190 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
129210 ; 6545722.258 ; 0.0331 ; 0.4311 ; 0.29 ; 0.00 ; 122 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
129211 ; 6545772.170 ; -0.0333 ; 0.3384 ; 0.25 ; 0.00 ; 74 ; 0 ; 0.23 ; 0.000 ; 0.000 ; 
129212 ; 6545814.952 ; -0.0785 ; 0.2650 ; 0.29 ; 0.00 ; 37 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
129213 ; 6545859.412 ; -0.0785 ; 0.2650 ; 0.10 ; 0.00 ; 18 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
129214 ; 6545902.194 ; -0.0785 ; 0.2650 ; 3.07 ; 0.00 ; 1332 ; 0 ; -8.75 ; 0.000 ; 0.000 ; 
129215 ; 6545955.881 ; -0.0785 ; 0.2650 ; 5.90 ; 34.57 ; 1513 ; 3550 ; 0.51 ; 0.000 ; 0.000 ; 
129216 ; 6546003.696 ; -0.0785 ; 0.2650 ; 4.28 ; 33.82 ; 1828 ; 3654 ; -3.14 ; 0.000 ; 0.000 ; 
129217 ; 6546043.961 ; -0.0785 ; 0.2650 ; 15.76 ; 9.57 ; 3593 ; 2069 ; 0.39 ; 0.368 ; 0.418 ; 
129218 ; 6546101.423 ; 0.4669 ; 0.4069 ; 16.73 ; 10.73 ; 3951 ; 2354 ; 0.45 ; 0.409 ; 0.491 ; 
129219 ; 6546160.144 ; 0.5018 ; 0.4552 ; 10.51 ; 10.95 ; 2772 ; 2870 ; 0.51 ; 0.456 ; 0.567 ; 
129220 ; 6546216.347 ; 0.5079 ; 0.4543 ; 8.73 ; 12.47 ; 2409 ; 3242 ; 0.55 ; 0.564 ; 0.540 ; 
129221 ; 6546272.551 ; 0.4787 ; 0.4780 ; 7.57 ; 11.70 ; 2117 ; 3145 ; 0.63 ; 0.602 ; 0.666 ; 
129222 ; 6546326.238 ; 0.4667 ; 0.3925 ; 15.34 ; 13.41 ; 4649 ; 3932 ; 0.72 ; 0.730 ; 0.715 ; 
129223 ; 6546381.603 ; 0.4908 ; 0.3920 ; 10.84 ; 14.33 ; 3546 ; 4531 ; 0.67 ; 0.647 ; 0.695 ; 
129224 ; 6546436.548 ; 0.4955 ; 0.4111 ; 8.73 ; 14.15 ; 2909 ; 4533 ; 0.66 ; 0.605 ; 0.714 ; 
129225 ; 6546492.332 ; 0.5131 ; 0.4703 ; 10.50 ; 13.39 ; 3490 ; 4298 ; 0.53 ; 0.409 ; 0.642 ; 
129226 ; 6546548.117 ; 0.5049 ; 0.4596 ; 9.64 ; 13.74 ; 3161 ; 4298 ; 0.71 ; 0.695 ; 0.724 ; 
129227 ; 6546605.998 ; 0.5201 ; 0.4492 ; 9.31 ; 13.93 ; 3057 ; 4301 ; 0.76 ; 0.732 ; 0.787 ; 
129228 ; 6546662.202 ; 0.5181 ; 0.4570 ; 8.33 ; 14.48 ; 2684 ; 4503 ; 0.56 ; 0.490 ; 0.628 ; 
129229 ; 6546716.728 ; 0.5320 ; 0.4771 ; 8.28 ; 12.63 ; 2743 ; 3868 ; 0.57 ; 0.441 ; 0.691 ; 
129230 ; 6546773.351 ; 0.5246 ; 0.4727 ; 8.99 ; 12.42 ; 2998 ; 3846 ; 0.62 ; 0.611 ; 0.631 ; 
129231 ; 6546825.360 ; 0.5226 ; 0.4596 ; 8.54 ; 12.96 ; 2834 ; 4051 ; 0.64 ; 0.605 ; 0.685 ; 
129232 ; 6546881.564 ; 0.5188 ; 0.4647 ; 8.52 ; 12.80 ; 2830 ; 4068 ; 0.63 ; 0.588 ; 0.670 ; 
129233 ; 6546935.670 ; 0.5385 ; 0.4716 ; 8.16 ; 7.41 ; 2816 ; 2387 ; 0.66 ; 0.660 ; 0.666 ; 
129234 ; 6546993.132 ; 0.5160 ; 0.4849 ; 8.54 ; 10.93 ; 3026 ; 3622 ; 0.66 ; 0.620 ; 0.693 ; 
129235 ; 6547046.819 ; 0.5221 ; 0.4897 ; 7.88 ; 11.45 ; 2758 ; 3732 ; 0.67 ; 0.641 ; 0.697 ; 
129236 ; 6547102.184 ; 0.5199 ; 0.4705 ; 8.29 ; 11.48 ; 2763 ; 3620 ; 0.70 ; 0.684 ; 0.712 ; 
129237 ; 6547159.227 ; 0.5111 ; 0.4654 ; 7.80 ; 12.18 ; 2521 ; 3738 ; 0.69 ; 0.672 ; 0.699 ; 
129238 ; 6547217.947 ; 0.5173 ; 0.4545 ; 7.69 ; 12.34 ; 2364 ; 3435 ; 0.74 ; 0.743 ; 0.742 ; 
129239 ; 6547277.506 ; 0.5251 ; 0.4209 ; 10.71 ; 12.67 ; 3037 ; 3324 ; 0.73 ; 0.708 ; 0.759 ; 
129240 ; 6547332.871 ; 0.5356 ; 0.4260 ; 7.13 ; 9.99 ; 1969 ; 2473 ; 0.69 ; 0.652 ; 0.728 ; 
129241 ; 6547389.075 ; 0.5402 ; 0.4426 ; 7.65 ; 7.63 ; 2101 ; 1947 ; 0.63 ; 0.560 ; 0.710 ; 
129242 ; 6547435.631 ; 0.5423 ; 0.4544 ; 7.34 ; 8.59 ; 2038 ; 2186 ; 0.67 ; 0.611 ; 0.734 ; 
129243 ; 6547482.188 ; 0.5298 ; 0.4509 ; 9.61 ; 5.81 ; 2690 ; 1525 ; 0.63 ; 0.550 ; 0.714 ; 
129244 ; 6547527.906 ; 0.5333 ; 0.4636 ; 6.60 ; 10.65 ; 1920 ; 2832 ; 0.69 ; 0.645 ; 0.741 ; 
129245 ; 6547582.013 ; 0.5391 ; 0.4659 ; 8.40 ; 11.55 ; 2500 ; 3163 ; 0.69 ; 0.676 ; 0.705 ; 
129246 ; 6547639.475 ; 0.5175 ; 0.4403 ; 8.54 ; 11.75 ; 2689 ; 3484 ; 0.67 ; 0.683 ; 0.647 ; 
129247 ; 6547692.742 ; 0.5035 ; 0.4544 ; 8.07 ; 11.19 ; 2575 ; 3619 ; 0.62 ; 0.635 ; 0.607 ; 
129248 ; 6547746.010 ; 0.4928 ; 0.4574 ; 8.75 ; 11.49 ; 2898 ; 3844 ; 0.65 ; 0.707 ; 0.603 ; 
129249 ; 6547803.472 ; 0.4997 ; 0.4708 ; 8.86 ; 11.54 ; 2892 ; 3836 ; 0.66 ; 0.701 ; 0.628 ; 
129250 ; 6547859.676 ; 0.5169 ; 0.4635 ; 8.68 ; 11.57 ; 2798 ; 3733 ; 0.63 ; 0.609 ; 0.651 ; 
129251 ; 6547915.040 ; 0.5228 ; 0.4552 ; 8.52 ; 11.83 ; 2755 ; 3845 ; 0.59 ; 0.613 ; 0.563 ; 
129252 ; 6547963.275 ; 0.5252 ; 0.4586 ; 8.67 ; 12.88 ; 2840 ; 4235 ; 0.61 ; 0.598 ; 0.626 ; 
129253 ; 6548016.543 ; 0.5400 ; 0.4503 ; 8.64 ; 13.70 ; 2854 ; 4287 ; 0.69 ; 0.681 ; 0.699 ; 
129254 ; 6548064.777 ; 0.5416 ; 0.4542 ; 8.96 ; 13.40 ; 2903 ; 4198 ; 0.67 ; 0.657 ; 0.687 ; 
129255 ; 6548118.045 ; 0.5397 ; 0.4575 ; 8.64 ; 13.84 ; 2738 ; 4182 ; 0.66 ; 0.656 ; 0.670 ; 
129256 ; 6548172.151 ; 0.5397 ; 0.4618 ; 8.80 ; 13.56 ; 2814 ; 4090 ; 0.64 ; 0.628 ; 0.655 ; 
129257 ; 6548225.838 ; 0.5371 ; 0.4617 ; 8.96 ; 13.57 ; 2875 ; 4075 ; 0.68 ; 0.669 ; 0.685 ; 
129258 ; 6548274.912 ; 0.5194 ; 0.4597 ; 9.06 ; 13.08 ; 2933 ; 4071 ; 0.62 ; 0.590 ; 0.651 ; 
129259 ; 6548320.630 ; 0.5136 ; 0.4602 ; 8.64 ; 12.79 ; 2796 ; 3886 ; 0.63 ; 0.611 ; 0.654 ; 
129260 ; 6548375.156 ; 0.5241 ; 0.4605 ; 9.40 ; 12.74 ; 3069 ; 3804 ; 0.65 ; 0.645 ; 0.654 ; 
129261 ; 6548421.293 ; 0.5221 ; 0.4719 ; 8.53 ; 12.43 ; 2782 ; 3766 ; 0.62 ; 0.609 ; 0.640 ; 
129262 ; 6548471.205 ; 0.5200 ; 0.4803 ; 9.63 ; 12.85 ; 3205 ; 3864 ; 0.60 ; 0.600 ; 0.604 ; 
129263 ; 6548522.795 ; 0.5253 ; 0.4866 ; 8.64 ; 13.02 ; 2913 ; 3909 ; 0.59 ; 0.536 ; 0.642 ; 
129264 ; 6548565.996 ; 0.5233 ; 0.4953 ; 8.35 ; 12.40 ; 2847 ; 3930 ; 0.59 ; 0.523 ; 0.652 ; 
129265 ; 6548616.747 ; 0.5216 ; 0.5034 ; 8.46 ; 12.52 ; 2867 ; 3999 ; 0.61 ; 0.545 ; 0.679 ; 
129266 ; 6548672.532 ; 0.5247 ; 0.4959 ; 9.07 ; 12.52 ; 3083 ; 4034 ; 0.62 ; 0.601 ; 0.640 ; 
129267 ; 6548720.347 ; 0.5281 ; 0.4853 ; 9.00 ; 12.50 ; 3096 ; 4044 ; 0.62 ; 0.584 ; 0.662 ; 
129268 ; 6548766.065 ; 0.5293 ; 0.4891 ; 9.20 ; 12.53 ; 3105 ; 4049 ; 0.60 ; 0.548 ; 0.661 ; 
129269 ; 6548812.621 ; 0.5340 ; 0.4972 ; 9.46 ; 12.81 ; 3208 ; 4053 ; 0.58 ; 0.518 ; 0.649 ; 
129270 ; 6548823.946 ; 0.5297 ; 0.4986 ; 10.30 ; 12.65 ; 3474 ; 4101 ; 0.60 ; 0.576 ; 0.622 ; 
129271 ; 6548881.408 ; 0.5219 ; 0.4970 ; 10.01 ; 12.71 ; 3427 ; 4140 ; 0.58 ; 0.626 ; 0.544 ; 
129272 ; 6548925.448 ; 0.5175 ; 0.4944 ; 10.01 ; 12.60 ; 3417 ; 4171 ; 0.62 ; 0.608 ; 0.638 ; 
129273 ; 6548934.256 ; 0.5151 ; 0.4902 ; 9.81 ; 12.61 ; 3414 ; 4197 ; 0.62 ; 0.610 ; 0.623 ; 
129274 ; 6548945.581 ; 0.5120 ; 0.4849 ; 9.86 ; 12.62 ; 3418 ; 4217 ; 0.59 ; 0.589 ; 0.583 ; 
129275 ; 6548957.325 ; 0.5075 ; 0.4802 ; 9.98 ; 12.67 ; 3447 ; 4233 ; 0.57 ; 0.613 ; 0.527 ; 
129276 ; 6548982.071 ; 0.5057 ; 0.4792 ; 10.07 ; 12.88 ; 3477 ; 4291 ; 0.59 ; 0.589 ; 0.598 ; 
129277 ; 6549047.083 ; 0.5043 ; 0.4793 ; 10.06 ; 13.06 ; 3481 ; 4337 ; 0.59 ; 0.594 ; 0.584 ; 
