Frame Number ; Time Stamp ; Point Of Regard X ; Point Of Regard Y ; Pupil Area Right Eye, sq.mm ; Pupil Area Left Eye, sq.mm ; Pupil Area Right Eye, px ; Pupil Area Left Eye, px ; Score Value ; Score Value Left Eye ; Score Value Right Eye ; Clients Event
154673 ; 7479202.362 ; -0.1645 ; 0.4519 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
154674 ; 7479235.917 ; -0.1639 ; 0.4520 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154675 ; 7479269.471 ; -0.1556 ; 0.4556 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
154676 ; 7479303.864 ; -0.1594 ; 0.4558 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154677 ; 7479347.485 ; -0.1608 ; 0.4549 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
154678 ; 7479370.134 ; -0.1521 ; 0.4584 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
154679 ; 7479407.044 ; -0.1528 ; 0.4578 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
154680 ; 7479440.599 ; -0.1571 ; 0.4565 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.41 ; 0.000 ; 0.000 ; 
154681 ; 7479473.314 ; -0.1584 ; 0.4553 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154682 ; 7479516.096 ; -0.1612 ; 0.4549 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.41 ; 0.000 ; 0.000 ; 
154683 ; 7479542.101 ; -0.1657 ; 0.4536 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.42 ; 0.000 ; 0.000 ; 
154684 ; 7479577.333 ; -0.1648 ; 0.4534 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154685 ; 7479610.887 ; -0.1641 ; 0.4532 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154686 ; 7479651.992 ; -0.1656 ; 0.4525 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154687 ; 7479700.645 ; -0.1690 ; 0.4518 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.42 ; 0.000 ; 0.000 ; 
154688 ; 7479719.939 ; -0.1675 ; 0.4152 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154689 ; 7479752.655 ; -0.1471 ; 0.3179 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154690 ; 7479784.532 ; -0.1460 ; 0.3128 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154691 ; 7479818.925 ; -0.1471 ; 0.2968 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154692 ; 7479864.223 ; -0.1254 ; 0.1841 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.48 ; 0.000 ; 0.000 ; 
154693 ; 7479886.873 ; -0.1245 ; 0.1794 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154694 ; 7479921.266 ; -0.1300 ; 0.1798 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154695 ; 7479954.820 ; -0.1280 ; 0.1889 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154696 ; 7479989.214 ; -0.1286 ; 0.1897 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154697 ; 7480036.190 ; -0.1251 ; 0.1952 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154698 ; 7480056.322 ; -0.1097 ; 0.1297 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
154699 ; 7480090.716 ; -0.0942 ; 0.0735 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154700 ; 7480125.109 ; -0.0712 ; -0.0172 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154701 ; 7480159.502 ; -0.0701 ; -0.0216 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154702 ; 7480205.640 ; -0.0501 ; -0.0975 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154703 ; 7480245.066 ; -0.0609 ; -0.0560 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154704 ; 7480276.104 ; -0.0674 ; -0.0176 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154705 ; 7480308.820 ; -0.0593 ; -0.0537 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154706 ; 7480341.535 ; -0.0483 ; -0.0980 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154707 ; 7480388.511 ; -0.0309 ; -0.1650 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154708 ; 7480405.289 ; -0.0154 ; -0.2244 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154709 ; 7480438.004 ; -0.0072 ; -0.2628 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154710 ; 7480469.042 ; -0.0235 ; -0.2001 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154711 ; 7480502.596 ; -0.0193 ; -0.2265 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.40 ; 0.000 ; 0.000 ; 
154712 ; 7480547.895 ; -0.0325 ; -0.1715 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154713 ; 7480584.805 ; -0.0439 ; -0.1214 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154714 ; 7480612.487 ; -0.0444 ; -0.1191 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.42 ; 0.000 ; 0.000 ; 
154715 ; 7480644.364 ; -0.0282 ; -0.1823 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154716 ; 7480676.241 ; -0.0423 ; -0.1300 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154717 ; 7480723.217 ; -0.0328 ; -0.1796 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.45 ; 0.000 ; 0.000 ; 
154718 ; 7480742.511 ; -0.0451 ; -0.1287 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154719 ; 7480776.065 ; -0.0365 ; -0.1818 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.56 ; 0.000 ; 0.000 ; 
154720 ; 7480811.297 ; -0.0495 ; -0.1348 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154721 ; 7480846.529 ; -0.0339 ; -0.1980 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
154722 ; 7480892.667 ; -0.0239 ; -0.2434 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154723 ; 7480916.994 ; -0.0374 ; -0.1827 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.35 ; 0.000 ; 0.000 ; 
154724 ; 7480951.387 ; -0.0242 ; -0.2377 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.46 ; 0.000 ; 0.000 ; 
154725 ; 7480984.103 ; -0.0374 ; -0.1788 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154726 ; 7481018.496 ; -0.0243 ; -0.2350 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.51 ; 0.000 ; 0.000 ; 
154727 ; 7481066.311 ; -0.0131 ; -0.2665 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154728 ; 7481086.444 ; -0.0262 ; -0.2048 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154729 ; 7481121.676 ; -0.0229 ; -0.2162 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154730 ; 7481154.391 ; -0.0091 ; -0.2676 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154731 ; 7481187.946 ; 0.0031 ; -0.3130 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154732 ; 7481234.922 ; -0.0146 ; -0.2443 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.35 ; 0.000 ; 0.000 ; 
154733 ; 7481255.055 ; -0.0248 ; -0.1793 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154734 ; 7481289.448 ; -0.0161 ; -0.2173 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.40 ; 0.000 ; 0.000 ; 
154735 ; 7481323.841 ; -0.0060 ; -0.2502 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154736 ; 7481358.234 ; 0.0067 ; -0.2942 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154737 ; 7481401.855 ; 0.0084 ; -0.3255 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154738 ; 7481427.021 ; 0.0176 ; -0.3640 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154739 ; 7481460.575 ; 0.0219 ; -0.3809 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154740 ; 7481494.969 ; 0.0027 ; -0.3045 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154741 ; 7481528.523 ; 0.0016 ; -0.3037 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
154742 ; 7481573.822 ; 0.0013 ; -0.3224 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154743 ; 7481598.987 ; -0.0179 ; -0.2527 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154744 ; 7481638.414 ; -0.0269 ; -0.1812 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.23 ; 0.000 ; 0.000 ; 
154745 ; 7481670.291 ; -0.0364 ; -0.1266 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154746 ; 7481701.328 ; -0.0436 ; -0.0784 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154747 ; 7481746.627 ; -0.0545 ; -0.0420 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154748 ; 7481768.437 ; -0.0394 ; -0.1135 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
154749 ; 7481801.992 ; -0.0494 ; -0.0718 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154750 ; 7481834.707 ; -0.0351 ; -0.1421 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.44 ; 0.000 ; 0.000 ; 
154751 ; 7481868.262 ; -0.0343 ; -0.1462 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154752 ; 7481916.077 ; -0.0502 ; -0.0996 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154753 ; 7481936.210 ; -0.0427 ; -0.1386 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.44 ; 0.000 ; 0.000 ; 
154754 ; 7481973.119 ; -0.0262 ; -0.2003 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154755 ; 7482004.996 ; -0.0254 ; -0.2032 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154756 ; 7482038.551 ; -0.0404 ; -0.1510 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154757 ; 7482084.688 ; -0.0483 ; -0.0980 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154758 ; 7482108.176 ; -0.0488 ; -0.0949 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.46 ; 0.000 ; 0.000 ; 
154759 ; 7482144.247 ; -0.0599 ; -0.0537 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
154760 ; 7482177.801 ; -0.0534 ; -0.0855 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154761 ; 7482215.550 ; 0.0155 ; -0.0074 ; 0.44 ; 0.00 ; 182 ; 0 ; 0.76 ; 0.525 ; 1.000 ; 
154762 ; 7482262.526 ; -0.0098 ; 0.0142 ; 0.06 ; 0.00 ; 109 ; 0 ; 0.23 ; 0.000 ; 0.000 ; 
154763 ; 7482279.304 ; 0.0355 ; 0.0923 ; 9.12 ; 0.00 ; 494 ; 0 ; 0.48 ; 0.404 ; 0.563 ; 
154764 ; 7482316.213 ; 0.0363 ; 0.1204 ; 2.62 ; 0.00 ; 806 ; 0 ; 0.39 ; 0.421 ; 0.367 ; 
154765 ; 7482350.607 ; 0.1087 ; 0.1263 ; 1.64 ; 0.00 ; 394 ; 0 ; 0.89 ; 0.777 ; 1.000 ; 
154766 ; 7482383.322 ; 0.0781 ; 0.1359 ; 0.59 ; 0.00 ; 252 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154767 ; 7482432.815 ; 0.0484 ; 0.1427 ; 0.96 ; 0.00 ; 161 ; 0 ; 0.23 ; 0.000 ; 0.000 ; 
154768 ; 7482452.109 ; 0.0288 ; 0.1489 ; 0.59 ; 0.00 ; 103 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154769 ; 7482484.824 ; 0.0171 ; 0.1569 ; 0.36 ; 0.00 ; 66 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154770 ; 7482518.379 ; 0.0162 ; 0.0978 ; 0.22 ; 0.00 ; 42 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154771 ; 7482565.355 ; 0.0270 ; 0.0056 ; 0.14 ; 0.00 ; 27 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154772 ; 7482612.331 ; 0.0110 ; 0.0271 ; 0.28 ; 0.00 ; 17 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154773 ; 7482629.109 ; 0.0101 ; 0.0291 ; 0.13 ; 0.00 ; 11 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154774 ; 7482660.146 ; 0.0101 ; 0.0291 ; 0.08 ; 0.00 ; 7 ; 0 ; 0.41 ; 0.000 ; 0.000 ; 
154775 ; 7482692.023 ; -0.0078 ; 0.0638 ; 0.05 ; 0.00 ; 5 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154776 ; 7482724.739 ; 0.0020 ; -0.0207 ; 0.03 ; 0.00 ; 3 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154777 ; 7482772.554 ; 0.0035 ; -0.0512 ; 0.02 ; 0.00 ; 2 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154778 ; 7482791.009 ; 0.0010 ; -0.0698 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154779 ; 7482827.080 ; -0.0157 ; -0.0291 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154780 ; 7482859.795 ; -0.0165 ; -0.0265 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.46 ; 0.000 ; 0.000 ; 
154781 ; 7482900.899 ; -0.0327 ; 0.0042 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154782 ; 7482947.876 ; -0.0341 ; 0.0090 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.39 ; 0.000 ; 0.000 ; 
154783 ; 7482968.008 ; -0.0475 ; 0.0379 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154784 ; 7483001.563 ; -0.0486 ; 0.0421 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.46 ; 0.000 ; 0.000 ; 
154785 ; 7483033.439 ; -0.0597 ; 0.0662 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154786 ; 7483066.994 ; -0.0649 ; 0.0910 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154787 ; 7483114.809 ; -0.0567 ; 0.0250 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.53 ; 0.000 ; 0.000 ; 
154788 ; 7483134.103 ; -0.0500 ; -0.0053 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154789 ; 7483167.657 ; -0.0330 ; -0.0836 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154790 ; 7483201.212 ; -0.0473 ; -0.0499 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154791 ; 7483234.766 ; -0.0415 ; -0.0822 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154792 ; 7483280.065 ; -0.0388 ; -0.1175 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
154793 ; 7483302.714 ; -0.0349 ; -0.1398 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154794 ; 7483337.107 ; -0.0455 ; -0.0911 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154795 ; 7483371.500 ; -0.0529 ; -0.0478 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154796 ; 7483405.894 ; -0.0453 ; -0.0772 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
154797 ; 7483452.031 ; -0.0553 ; -0.0421 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154798 ; 7483475.519 ; -0.0422 ; -0.0992 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154799 ; 7483509.912 ; -0.0292 ; -0.1498 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154800 ; 7483544.306 ; -0.0418 ; -0.1052 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154801 ; 7483577.860 ; 0.0255 ; 0.0035 ; 1.26 ; 0.00 ; 188 ; 0 ; 0.66 ; 0.409 ; 0.915 ; 
154802 ; 7483627.353 ; 0.1019 ; 0.1124 ; 0.11 ; 0.00 ; 53 ; 0 ; -7.59 ; 0.000 ; 0.000 ; 
154803 ; 7483648.324 ; 0.1526 ; 0.1934 ; 0.59 ; 0.00 ; 341 ; 0 ; 0.72 ; 0.438 ; 1.000 ; 
154804 ; 7483678.523 ; 0.2112 ; 0.2752 ; 0.42 ; 0.00 ; 254 ; 0 ; -4.58 ; 0.000 ; 0.000 ; 
154805 ; 7483712.078 ; 0.1682 ; 0.2657 ; 1.39 ; 0.00 ; 830 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154806 ; 7483745.632 ; 0.1676 ; 0.2059 ; 1.23 ; 0.00 ; 532 ; 0 ; 0.51 ; 0.651 ; 0.379 ; 
154807 ; 7483794.286 ; 0.1458 ; 0.1203 ; 2.15 ; 0.00 ; 340 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154808 ; 7483815.258 ; 0.1339 ; 0.0411 ; 1.34 ; 0.00 ; 218 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154809 ; 7483848.812 ; 0.1015 ; 0.0658 ; 0.84 ; 0.00 ; 139 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154810 ; 7483884.044 ; 0.0964 ; -0.0220 ; 0.53 ; 0.00 ; 89 ; 0 ; 0.45 ; 0.000 ; 0.000 ; 
154811 ; 7483917.599 ; 0.0667 ; 0.0042 ; 0.49 ; 0.00 ; 57 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154812 ; 7483963.736 ; 0.0615 ; -0.0642 ; 1.37 ; 0.00 ; 37 ; 0 ; 0.44 ; 0.000 ; 0.000 ; 
154813 ; 7483988.063 ; 0.0614 ; -0.0681 ; 0.39 ; 0.00 ; 23 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154814 ; 7484020.779 ; 0.0616 ; -0.1090 ; 0.20 ; 0.00 ; 15 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154815 ; 7484054.333 ; 0.0361 ; -0.0639 ; 0.12 ; 0.00 ; 10 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
154816 ; 7484087.887 ; 0.0394 ; -0.1365 ; 0.07 ; 0.00 ; 6 ; 0 ; 0.50 ; 0.000 ; 0.000 ; 
154817 ; 7484134.025 ; 0.0413 ; -0.1807 ; 0.04 ; 0.00 ; 4 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154818 ; 7484156.674 ; 0.0178 ; -0.1291 ; 0.03 ; 0.00 ; 3 ; 0 ; 0.30 ; 0.000 ; 0.000 ; 
154819 ; 7484191.906 ; 0.0245 ; -0.1926 ; 0.02 ; 0.00 ; 2 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154820 ; 7484224.622 ; 0.0049 ; -0.1378 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.36 ; 0.000 ; 0.000 ; 
154821 ; 7484259.015 ; -0.0075 ; -0.0842 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154822 ; 7484305.152 ; -0.0208 ; -0.0433 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154823 ; 7484326.124 ; -0.0125 ; -0.0989 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.37 ; 0.000 ; 0.000 ; 
154824 ; 7484359.678 ; -0.0264 ; -0.0579 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154825 ; 7484394.072 ; -0.0382 ; -0.0220 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154826 ; 7484427.626 ; 0.0264 ; 0.0660 ; 0.53 ; 0.00 ; 194 ; 0 ; 0.78 ; 0.552 ; 1.000 ; 
154827 ; 7484475.441 ; 0.0300 ; 0.0706 ; 0.18 ; 0.00 ; 102 ; 0 ; 0.27 ; 0.000 ; 0.000 ; 
154828 ; 7484495.574 ; 0.0200 ; 0.1019 ; 1.22 ; 0.00 ; 517 ; 0 ; 0.45 ; 0.000 ; 0.000 ; 
154829 ; 7484532.484 ; 0.0850 ; 0.0746 ; 3.61 ; 0.00 ; 1084 ; 0 ; 0.73 ; 0.463 ; 1.000 ; 
154830 ; 7484564.360 ; 0.0630 ; 0.0868 ; 1.79 ; 0.00 ; 646 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154831 ; 7484600.431 ; 0.0799 ; 0.0211 ; 2.36 ; 0.00 ; 850 ; 0 ; 0.80 ; 0.601 ; 1.000 ; 
154832 ; 7484647.408 ; 0.0809 ; 0.0176 ; 1.51 ; 0.00 ; 429 ; 0 ; 0.34 ; 0.000 ; 0.000 ; 
154833 ; 7484667.540 ; 0.0809 ; 0.0176 ; 4.02 ; 0.00 ; 709 ; 0 ; 0.76 ; 0.518 ; 1.000 ; 
154834 ; 7484701.095 ; 0.0669 ; -0.0299 ; 3.62 ; 0.00 ; 1055 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154835 ; 7484736.327 ; 0.0315 ; -0.0025 ; 2.71 ; 0.00 ; 486 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
154836 ; 7484774.914 ; 0.0041 ; 0.0258 ; 1.33 ; 0.00 ; 311 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
154837 ; 7484824.407 ; -0.0260 ; 0.0538 ; 1.39 ; 0.00 ; 199 ; 0 ; 0.15 ; 0.000 ; 0.000 ; 
154838 ; 7484838.668 ; -0.0497 ; 0.0724 ; 0.71 ; 0.00 ; 128 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154839 ; 7484886.483 ; -0.0369 ; -0.0184 ; 0.47 ; 0.00 ; 82 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
154840 ; 7484917.521 ; -0.0314 ; -0.0831 ; 0.30 ; 0.00 ; 52 ; 0 ; 0.24 ; 0.000 ; 0.000 ; 
154841 ; 7484950.236 ; -0.0335 ; -0.1080 ; 0.19 ; 0.00 ; 33 ; 0 ; 0.22 ; 0.000 ; 0.000 ; 
154842 ; 7484994.696 ; -0.0337 ; -0.1087 ; 0.13 ; 0.00 ; 21 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154843 ; 7485012.312 ; -0.0267 ; -0.1668 ; 0.10 ; 0.00 ; 14 ; 0 ; 0.26 ; 0.000 ; 0.000 ; 
154844 ; 7485045.028 ; -0.0533 ; -0.1196 ; 0.11 ; 0.00 ; 9 ; 0 ; 0.28 ; 0.000 ; 0.000 ; 
154845 ; 7485076.065 ; -0.0553 ; -0.0179 ; 0.06 ; 0.00 ; 6 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
154846 ; 7485108.781 ; -0.0477 ; -0.0452 ; 0.04 ; 0.00 ; 4 ; 0 ; 0.38 ; 0.000 ; 0.000 ; 
154847 ; 7485155.757 ; -0.0472 ; -0.0473 ; 0.02 ; 0.00 ; 2 ; 0 ; 0.32 ; 0.000 ; 0.000 ; 
154848 ; 7485175.890 ; -0.0583 ; -0.0079 ; 0.02 ; 0.00 ; 1 ; 0 ; 0.33 ; 0.000 ; 0.000 ; 
154849 ; 7485209.444 ; -0.0648 ; 0.0312 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.25 ; 0.000 ; 0.000 ; 
154850 ; 7485253.904 ; -0.0478 ; -0.0508 ; 0.01 ; 0.00 ; 1 ; 0 ; 0.46 ; 0.000 ; 0.000 ; 
154851 ; 7485285.781 ; -0.0296 ; -0.1191 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.29 ; 0.000 ; 0.000 ; 
154852 ; 7485329.401 ; -0.0194 ; -0.1707 ; 0.00 ; 0.00 ; 0 ; 0 ; 0.31 ; 0.000 ; 0.000 ; 
