mag_chg,action,action_change,class,path_length,path_length_norm,v_mean,v_sd,v_var,v_mean_norm,v_sd_norm,a_mean,a_sd,a_var,a_mean_norm,a_sd_norm,c_mean,c_sd,c_var,c_mean_norm,c_sd_norm,j_mean,j_sd,j_var,j_mean_norm,j_sd_norm,tip_distance_mean,tip_distance_sd,tip_distance_mean_norm,tip_distance_sd_norm,missing_after_interpolation,duration_f
"(26000, 34960]",D,91.0,microforceps,292.8101872638664,0.10489923002168475,3.3656343363662806,4.025614358583497,1.1960937987487275,0.46122068900034163,0.5516632059679241,1.8322623363029926,3.0552472666113264,1.6674726135428757,0.3497030294208959,0.5831202244323224,0.7956673908165418,2.28113937210815,2.8669509375860747,0.6937073277569262,1.98882487372305,1.8496423003290816,2.8520471883510305,1.5419452657649562,0.42030685145900337,0.6480901597757849,105.1454767780592,28.49717743806603,0.7703543342146087,0.20878619627770673,0.0,88.0
"(26000, 34960]",D,91.0,microscissors,514.0859233137978,0.1000845505157917,5.977743294346485,5.843710907204144,0.9775780958561564,0.6782301071623485,0.6630228967120856,4.179931878319741,5.955488972564926,1.4247813471445683,0.6047388101853848,0.8616205766465358,0.5960985772656467,1.609230511953012,2.6996046850752182,0.5407998417214874,1.459945786399264,3.4740949046317615,5.49222105892359,1.5809070303753665,0.40255507522910683,0.6364021485429795,105.1454767780592,28.49717743806603,0.7703543342146087,0.20878619627770673,0.0,88.0
"(26000, 34960]",D,95.0,microforceps,1539.9086199154005,0.5516721601879,3.6063433721672133,4.560465107556646,1.2645676345611145,0.49420703755910317,0.6249582244695709,2.3504621406142463,3.462730077380108,1.4732124451386368,0.44860592002912913,0.6608918243497811,0.881056249253438,2.7071565622175338,3.07262625344459,0.7681541097793549,2.360250484399404,1.9514701551263898,3.001059345053508,1.5378453711781928,0.44344589030617215,0.6819512097753394,88.43099762108552,26.622786934504305,0.6478947491019444,0.19505336731847958,0.0,428.0
"(26000, 34960]",D,95.0,microscissors,3404.475643840136,0.6627985694673764,8.511189109600345,9.25230281134098,1.0870752244130828,0.9656728998956348,1.0497590843636795,6.305236029712934,7.723948582586289,1.2250054631084042,0.912220831713503,1.1174755024103333,0.6290788736455776,2.611340616679738,4.151054384558724,0.5707206295616604,2.369092371700045,5.735062965023336,7.363984082829542,1.2840284627632816,0.6645410579459524,0.8532896330774261,88.43099762108552,26.622786934504305,0.6478947491019444,0.19505336731847958,0.04906542056074766,428.0
"(26000, 34960]",D,97.0,microforceps,694.2515060439521,0.24871555565031592,4.182237988216583,2.823872617859638,0.6752061039605763,0.5731266363805988,0.386978603226574,3.069487922129058,2.555914118323735,0.8326842076481936,0.5858381760470123,0.4878181974317693,1.0208725403775134,3.6954075405777607,3.6198520328612402,0.8900537713867392,3.221862953710102,2.068152781143117,1.947304911112207,0.9415672424528935,0.4699604802635566,0.4424993934635944,75.15097239889103,27.43974420476406,0.550597886679693,0.20103885136684396,0.0,167.0
"(26000, 34960]",D,97.0,microscissors,1041.738118550572,0.20281024362275546,6.470423096587399,5.045476876083465,0.7797754182017136,0.7341291745222008,0.5724558840771279,6.911962334678617,23.86799229907975,3.453142702952754,1.0,3.453142702952754,0.8053741779588153,3.0973756681187243,3.8458840038413995,0.7306614116822535,2.8100390354129545,8.630110805719054,33.0859498589464,3.8337804234240886,1.0,3.8337804234240886,75.15097239889103,27.43974420476406,0.550597886679693,0.20103885136684396,0.0,167.0
"(26000, 34960]",EVS,83.0,microforceps,1357.1455848719856,0.4861973150958343,6.168843567599938,6.875717815068226,1.1145878055947052,0.845367617581296,0.9422364378007605,5.224051006939405,6.388317293496386,1.222866561794749,0.9970550760008042,1.2192653127091055,1.1469785008460256,4.927014704264364,4.295646954698921,1.0,4.295646954698921,4.400695096709589,6.488443792648134,1.4744133938067103,1.0,1.4744133938067103,98.05913453368757,36.01888366231228,0.7184358434819774,0.2638944060466144,0.0,221.0
"(26000, 34960]",EVS,83.0,microscissors,1572.9489008408987,0.3062287383988066,7.182415072332873,7.997930138935804,1.1135432940577812,0.8149112305976579,0.9074389360843961,5.604242304885012,8.311159655949185,1.483012190373113,0.8108033628550712,1.202431271109585,0.6032764130902798,2.821802648826974,4.67746225046709,0.5473118057252775,2.5600303105149633,4.258174383176572,6.079118380048856,1.427634904776697,0.49340900470880844,0.7044079174534247,98.05913453368757,36.01888366231228,0.7184358434819774,0.2638944060466144,0.0,221.0
"(26000, 34960]",EVS,87.0,microforceps,1154.9130804340718,0.41374753389414054,4.095436455439972,4.034696615760681,0.9851688970540342,0.5612315049573979,0.5529078227308555,3.223466829945921,4.010763039974064,1.2442389674105476,0.6152263752494944,0.765488629864165,0.7402371177568586,1.6736022118286205,2.260900151697525,0.6453801158529567,1.4591400018345162,2.4796448842338212,3.082768446681987,1.2432298133829447,0.5634666410058398,0.7005185269452049,105.03817752273234,23.62221452384216,0.7695682000989822,0.1730695023676603,0.0,283.0
"(26000, 34960]",EVS,87.0,microscissors,1228.5338654905602,0.23917647643115442,4.356503069115464,5.862158963812214,1.345611117634873,0.49428545153715975,0.6651159988735754,3.543226587472759,5.471150197360251,1.5441152470191308,0.512622380723304,0.7915480340380995,1.032691366465234,3.0038285857296083,2.9087379669022666,0.9368908915926888,2.7251701072205696,2.7387130140300213,4.236554227100683,1.5469142642538458,0.3173438992480971,0.49090380442081666,105.03817752273234,23.62221452384216,0.7695682000989822,0.1730695023676603,0.0,283.0
"(26000, 34960]",EVS,90.0,microforceps,941.34291835926,0.337236037601611,7.297231925265581,6.398244194898159,0.8768042814625625,1.0,0.8768042814625625,5.239480879926027,4.851074649252879,0.9258693295052864,1.0,0.9258693295052864,0.982417897518004,3.7725647518794148,3.8400814576062605,0.8565268632266083,3.2891329254181523,4.349625699749114,4.4929731198923255,1.0329562656739588,0.9883951521661524,1.020968965391793,99.98530146264054,35.9818051726486,0.7325480153757036,0.26362274837674776,0.0,130.0
"(26000, 34960]",EVS,90.0,microscissors,759.43356860826,0.1478499291924132,5.93307475475203,6.937943289478824,1.1693672465397398,0.6731620493846608,0.7871736521639893,4.502951782693036,5.7036960151696485,1.2666571374562876,0.6514722686061061,0.825191998884764,0.6669210519365988,1.8598764263220047,2.7887505139046276,0.6050522733714064,1.6873398383036728,3.495513486899838,4.407734279030526,1.260969038039597,0.40503691848121,0.5107390134677741,99.98530146264054,35.9818051726486,0.7325480153757036,0.26362274837674776,0.0,130.0
"(26000, 34960]",EVS,92.0,microforceps,1231.9315940545032,0.44133941125227805,3.519804554441439,3.380985676588653,0.9605606289480992,0.4823479081505741,0.4633244100249154,2.605414170949179,2.8040631802408327,1.076244695183831,0.49726570831306544,0.5351795806687669,1.064044510726405,3.2529985490159525,3.0572015702568556,0.9276935094612083,2.8361460538418988,2.006522455669174,2.089978903757278,1.0415925811606586,0.45595580052102586,0.47492017915986967,102.65742194884315,30.60316587837018,0.7521254585636294,0.22421584073325126,0.01675977653631285,358.0
"(26000, 34960]",EVS,92.0,microscissors,2492.9273615663765,0.48533426638603466,7.102357155459764,6.56459499423336,0.9242839877725647,0.805827921585142,0.7448138448211927,4.708796304724325,4.642500569982003,0.9859208743695691,0.6812531777118355,0.6716617286367004,0.5537494111837847,1.6140832608503544,2.91482614383251,0.5023793133263967,1.4643483566044053,3.7565861937163625,3.800660398665759,1.0117325152882475,0.43528829215343623,0.4403953186959215,102.65742194884315,30.60316587837018,0.7521254585636294,0.22421584073325126,0.013966480446927373,358.0
"(26000, 34960]",ST,94.0,microforceps,808.7939227636359,0.2897503687864111,4.043969613818178,4.435200049593572,1.0967441581258588,0.5541785782930284,0.6077921183013728,3.157904240191881,4.378404350987118,1.3864905386494801,0.6027131909748406,0.8356561368058537,0.7839074237547125,1.9891222716108832,2.5374453810929682,0.6834543308148258,1.734228034914065,2.237847660174101,3.520432006440847,1.5731330014514764,0.5085214065040192,0.7999718065159941,89.7382716203763,24.75382957536502,0.6574725666383603,0.18136034460182696,0.0,201.0
"(26000, 34960]",ST,94.0,microscissors,1679.5860524797768,0.3269893367852884,8.482757840806954,8.937259150218505,1.05357942758016,0.9624471102404082,1.0140144754832685,5.3027195268726635,7.11713986903961,1.3421678881886896,0.7671800380433095,1.0296844115211072,0.639238767837059,2.4497094488024147,3.8322291639027153,0.5799380130284416,2.222455366783387,5.238234900354028,6.578452976763863,1.25585299283147,0.6069719170792943,0.7622674986286867,89.7382716203763,24.75382957536502,0.6574725666383603,0.18136034460182696,0.004975124378109453,201.0
"(26000, 34960]",ST,96.0,microforceps,1569.080732208355,0.5621230674675686,3.4714175491335277,6.51651552169026,1.8771915015860867,0.475717036910155,0.8930119788474578,3.1827804704681464,16.952257916156206,5.326241653626442,0.6074610335276349,3.235484259729858,0.95123387888905,2.892294305333411,3.0405711671154245,0.8293388918688607,2.521663922383915,3.3125055029262165,20.314173627691375,6.132570529994938,0.7527232471531567,4.616128402733545,136.48975816467245,39.25093640306875,1.0,0.2875742248419343,0.0,456.0
"(26000, 34960]",ST,96.0,microscissors,3745.839167663378,0.7292567495009921,8.81373921803148,7.143102896398454,0.8104509016768756,1.0,0.8104509016768756,5.591620009482212,7.833066841929186,1.4008582179486357,0.8089772106291727,1.1332623736430412,0.3427771656223716,1.011388081888297,2.9505701759682443,0.3109784924578141,0.9175638652135919,4.967141830534013,8.839911198783435,1.779677629586241,0.5755594502033922,1.0243102780239333,136.48975816467245,39.25093640306875,1.0,0.2875742248419343,0.05921052631578947,456.0
