mag_chg,action,action_change,class,path_length,path_length_norm,v_mean,v_sd,v_var,v_mean_norm,v_sd_norm,a_mean,a_sd,a_var,a_mean_norm,a_sd_norm,c_mean,c_sd,c_var,c_mean_norm,c_sd_norm,j_mean,j_sd,j_var,j_mean_norm,j_sd_norm,tip_distance_mean,tip_distance_sd,tip_distance_mean_norm,tip_distance_sd_norm,missing_after_interpolation,duration_f
"(0, 10713]",D,0.0,microforceps,862.0940086534993,1.0,1.54774507837253,1.5266726488413989,0.9863850773453668,0.734847661452906,0.7248427673792868,1.1801677430680797,1.298196607252413,1.1000102442026536,0.8166556907803386,0.898329625844767,1.0891353001614923,2.679628477928105,2.4603265338390754,1.0,2.4603265338390754,0.930164074031454,1.1191606117562962,1.2031862367095154,0.5907212715595225,0.7107477036719616,74.97858049703754,7.55711429658388,0.9057685890806298,0.09129269597479626,0.0,558.0
"(0, 10713]",D,0.0,microscissors,1380.200383477003,1.0,2.47791810319031,2.278388186015035,0.9194767910535941,0.9219162807352236,0.8476806234304879,1.7821393924673312,1.986680558728447,1.1147728214334196,0.8407197913274427,0.937211573813009,0.8285415149431092,1.5906764790730783,1.9198512692297622,0.49017899962287337,0.9410707745757486,1.3997955386166023,1.7177786054444222,1.2271639379148742,0.789305513286962,0.9686072619031494,74.97858049703754,7.55711429658388,0.9057685890806298,0.09129269597479626,0.0,558.0
"(0, 10713]",D,1.0,microforceps,532.8716758165058,0.6181131877355182,2.1062121573774917,1.6799404055771465,0.7976121492285426,1.0,0.7976121492285426,1.3260622983660937,1.4379800362223312,1.0843985520093111,0.9176122027150296,0.9950573439302526,0.9077686947399954,2.0140015762183365,2.2186285866524513,0.8334765153653503,1.8491748232930372,1.0550247564785864,1.1952120412088165,1.132875824827221,0.6700168100157473,0.7590458462946931,50.67590189027462,11.218817352737837,0.6121833709209263,0.1355274039249667,0.011627906976744186,258.0
"(0, 10713]",D,1.0,microscissors,677.3232830924452,0.49074271475431075,2.687790805922402,3.06152398380885,1.1390484620540213,1.0,1.1390484620540213,2.1197780887891877,3.171777004260349,1.4962778514575839,1.0,1.4962778514575839,0.8869343676995035,2.069895327450337,2.333763808047209,0.5247251866672491,1.224584649814842,1.7734521234842673,2.8793177294850536,1.6235666536224915,1.0,1.6235666536224915,50.67590189027462,11.218817352737837,0.6121833709209263,0.1355274039249667,0.011627906976744186,258.0
"(0, 10713]",D,11.0,microforceps,377.5950505574091,0.43799753480153875,2.030080916975317,2.526321665094753,1.244443826829721,0.9638539545337312,1.1994621036849167,1.407323304730161,2.330942572597123,1.6562950139193893,0.973843415333357,1.6129719931548683,0.7618304778552141,1.5670772959960804,2.0569895029769385,0.6994819447521838,1.438827017877137,1.5746243089838154,2.8344515891506403,1.8000811831616235,1.0,1.8000811831616235,82.77895855622687,12.330608190724865,1.0,0.1489582425991674,0.025906735751295335,193.0
"(0, 10713]",D,11.0,microscissors,303.55640842680674,0.2199364759355355,2.0650095811347398,2.0561707706708265,0.9957197242353442,0.7682925235790683,0.7650040197102265,1.260465496142482,2.0336617587493406,1.613421204287735,0.594621438351812,0.9593748371608858,1.2003179450435895,3.758900006708865,3.131586945134242,0.7101281455658254,2.2238280300263273,1.3528100686067441,2.0066136509434864,1.4832929599718998,0.7628117222295825,1.1314732573671802,82.77895855622687,12.330608190724865,1.0,0.1489582425991674,0.19689119170984457,193.0
"(0, 10713]",EVS,10.0,microforceps,123.71080915718078,0.1435003699311217,1.9329813930809494,1.9060344652420957,0.9860593961559541,0.917752462072844,0.9049584385721886,1.4451227811079044,1.8356526341197519,1.2702399118727112,1.0,1.2702399118727112,0.8302865525060931,1.9163016318526502,2.3080003235853774,0.762335544888667,1.7594706842836783,1.2933530430428886,1.6885847803282992,1.3055868924663785,0.8213724605061855,1.072373118269734,69.24637261568554,9.5960067649182,0.8365214279502027,0.11592326035849072,0.0,65.0
"(0, 10713]",EVS,10.0,microscissors,84.2602972741937,0.06104932173828631,1.3165671449092768,1.0992170079222017,0.8349114681864156,0.48983244604018,0.4089667266887499,0.7238577269951698,1.0042694714761917,1.3873851642712285,0.3414780683050817,0.47376160589046756,1.690283581264314,6.725923274489631,3.9791685543432376,1.0,3.9791685543432376,0.87557063196181,1.0459261494435164,1.1945651341685668,0.49370976547232254,0.5897684722317766,69.24637261568554,9.5960067649182,0.8365214279502027,0.11592326035849072,0.0,65.0
"(0, 10713]",EVS,12.0,microforceps,121.37971347977611,0.14079637749641544,1.9266621187266053,1.4829590950098557,0.7697037693303445,0.914752159215314,0.7040881849510986,1.224501771033546,1.347309839604759,1.1002922751737274,0.8473340722611686,0.9323151342004607,0.7630645860235983,1.2021334543309157,1.5754019729776043,0.7006150529786835,1.1037503367604269,1.0575640422203032,1.2770173547344135,1.2075082961911026,0.6716294395980732,0.8109981202808543,71.18165288769973,7.552435490061515,0.8599003192260534,0.09123617428614532,0.0,64.0
"(0, 10713]",EVS,12.0,microscissors,98.05516391652742,0.07104415061058503,1.720266033623288,1.5897429181836387,0.924126203221756,0.6400297336506899,0.5914682477076437,1.273971219489396,1.2810734961938643,1.0055749114232855,0.6009927294875878,0.6043432107205196,0.7298147132017169,1.3775474286560287,1.8875303604290066,0.4317705746486772,0.814980068389257,1.0422706219427522,0.973811662216013,0.9343174811939586,0.5877072226201535,0.549105131917959,71.18165288769973,7.552435490061515,0.8599003192260534,0.09123617428614532,0.0625,64.0
